Size ,ST4-D2,ST4-D3,ST4-D4,ST4-D5,ST4-D6,ST5-D1,ST5-D2,ST5-D3,ST5-D4,ST5-D5,ST7-D1,ST7-D2,ST7-D3,ST7-D5,ST7-D6,ST4-U1,ST4-U2,ST4-U3,ST4-U4,ST4-U5,ST4-U6,ST4-U7,ST4-U9,ST4-U11,ST4-U14,ST5-U1,ST5-U2,ST5-U3,ST5-U4,ST5-U5,ST5-U6,ST5-U7,ST5-U8,ST5-U9,ST5-U10,ST5-U11,ST5-U12,ST6-U1,ST6-U2,ST6-U3,ST6-U4,ST6-U5,ST6-U8,ST6-U10,ST7-U1,ST7-U2,ST7-U3,ST7-U5,ST7-U7
0.37,0.08238032,0.045315397,0.06273072,0.027495308,0.065003783,0.053309552,0.02846817,0.023753268,0.016410242,0.013838216,0.03061313,0.02133142,0.013096601,0.012570729,0.01447837,0.0577181,0.085995523,0.0501492,0.050338983,0.043405506,0.031559265,0.0108796,0.009952386,0.01838057,0.009756789,0.018332395,0.018197204,0.0151866,0.01389147,0.012011213,0.01145733,0.009314663,0.006926364,0.012687081,0.007167441,0.011560662,0.01179886,0.043839384,0.022053711,0.021252816,0.017339486,0.016973366,0.016593724,0.013487904,0.01827614,0.02259064,0.020683078,0.013308127,0.010227726
0.44,0.08684423,0.047880394,0.06632472,0.028424238,0.069742058,0.056833426,0.030597963,0.025489609,0.017770674,0.015210902,0.033556722,0.023004448,0.013890338,0.01342781,0.015652304,0.0619936,0.092106899,0.05424945,0.054707235,0.047539363,0.034063983,0.01158912,0.011000004,0.020693374,0.010270302,0.019742616,0.019946942,0.016573525,0.014933335,0.01295947,0.012439387,0.010090889,0.007192746,0.013806525,0.0076675,0.01277757,0.01297874,0.046122019,0.023249025,0.022706604,0.018320954,0.01793414,0.017569807,0.014525448,0.019879297,0.02259064,0.024819688,0.014258722,0.011250504
0.52,0.0937431,0.051941702,0.07187896,0.030096242,0.076997623,0.061983644,0.034147631,0.028337206,0.019811335,0.017065894,0.038266422,0.02593231,0.01587468,0.014570616,0.017608839,0.0681013,0.101274015,0.0611883,0.06115559,0.054256882,0.03857245,0.0130082,0.012309521,0.02422342,0.010997784,0.021857861,0.022396558,0.018723225,0.016669769,0.014855963,0.013748796,0.011125856,0.007991946,0.01529913,0.008667607,0.014298696,0.01455192,0.049613039,0.025041996,0.024921864,0.020283917,0.01953539,0.019522026,0.016254648,0.022123742,0.026355752,0.024819688,0.01584302,0.012614202
0.61,0.10307682,0.057285509,0.07972032,0.032139783,0.087362731,0.069121711,0.039117134,0.032296097,0.022957349,0.019959681,0.045331011,0.029696654,0.018255862,0.016570504,0.020347997,0.0766521,0.114806295,0.07096585,0.070724203,0.064074794,0.045084664,0.0146638,0.014666671,0.029701074,0.011939235,0.025148318,0.025896006,0.022017125,0.019100771,0.017068563,0.015712932,0.012678307,0.009057546,0.017538017,0.010001091,0.016428294,0.01691168,0.054178309,0.027552207,0.02817558,0.022574036,0.021777147,0.022124948,0.018675552,0.025650731,0.030120863,0.028956298,0.018061042,0.01465974
0.72,0.11403381,0.063911814,0.08919528,0.034740716,0.100096929,0.077886199,0.045293508,0.037157868,0.026783564,0.023743849,0.05416171,0.034297575,0.021430809,0.01885607,0.024261068,0.0870353,0.130521155,0.08326655,0.082580895,0.076476367,0.0530997,0.01702892,0.017809523,0.037004604,0.013094634,0.028908792,0.030445314,0.02628185,0.022573663,0.020545483,0.018004398,0.014489478,0.010123128,0.020523206,0.011667939,0.019470582,0.02005806,0.059549092,0.030480722,0.032052312,0.025518496,0.024659409,0.025704007,0.02178816,0.029818976,0.033885945,0.037229546,0.020912786,0.017387136
0.85,0.12823734,0.072034376,0.10030384,0.038270536,0.114756077,0.088728853,0.052676796,0.042783642,0.03129001,0.028010323,0.064758555,0.040153235,0.025399465,0.02142736,0.028956761,0.0992508,0.149291756,0.09777515,0.096413738,0.090944818,0.062617604,0.01963056,0.02121429,0.044916794,0.014592396,0.033139368,0.0356945,0.031136025,0.026393803,0.024338512,0.020295864,0.016300671,0.011455128,0.024254698,0.013668152,0.022817088,0.023991,0.066195483,0.034126477,0.036621324,0.029117238,0.028182207,0.029283038,0.025592448,0.034628479,0.041416168,0.041366156,0.024715105,0.020455452
1.01,0.15461523,0.087210762,0.12056064,0.045701668,0.138447724,0.107522746,0.064035677,0.051604265,0.037922124,0.034317284,0.079476436,0.049355015,0.030955594,0.02628424,0.03560899,0.1191009,0.181158163,0.1192226,0.117422954,0.111614106,0.075642032,0.02412432,0.026190476,0.055020004,0.017502324,0.03972024,0.043393332,0.0376198,0.032644969,0.029395862,0.023896739,0.019405574,0.01358631,0.029851936,0.016335107,0.027988956,0.02949714,0.079286906,0.040820287,0.044236332,0.035333284,0.033946732,0.035465019,0.031125936,0.042644326,0.048946392,0.053776015,0.029784871,0.024887466
1.19,0.21751642,0.122693526,0.1689156,0.063536491,0.19367865,0.150802892,0.090161091,0.071607017,0.052971935,0.047858693,0.112444417,0.071104692,0.043258487,0.036569356,0.050869982,0.1661305,0.25493104,0.16811015,0.16588981,0.157086541,0.106199445,0.03358482,0.036404763,0.077174084,0.024391983,0.05452717,0.060540675,0.05235565,0.045147301,0.040458818,0.032407898,0.02639156,0.018381474,0.041792715,0.022669136,0.038941146,0.04129598,0.110773389,0.056777845,0.061543188,0.04972834,0.047077092,0.049455794,0.04323048,0.059958566,0.071537032,0.074459093,0.0415087,0.034774272
1.4,0.3278979,0.185109083,0.25419024,0.093261153,0.294219812,0.226791638,0.137229454,0.108000882,0.080095614,0.072159033,0.174259418,0.112094473,0.06667361,0.05542545,0.079044121,0.2507227,0.388507936,0.258631,0.255543125,0.242347304,0.16230479,0.05108678,0.055523803,0.120630172,0.035946078,0.081555725,0.09203582,0.0800244,0.067373668,0.060056044,0.047466125,0.038811126,0.026107038,0.062689082,0.034170381,0.058411728,0.06174734,0.165824434,0.084987436,0.093110904,0.074919651,0.070455489,0.074183692,0.065018616,0.092663213,0.109188088,0.11582522,0.063055209,0.053866008
1.65,0.42042352,0.238333284,0.32476232,0.116483567,0.379361468,0.290401704,0.177127493,0.138213346,0.102797884,0.092749412,0.230775978,0.150574649,0.087310682,0.071424527,0.104087812,0.3224887,0.501568123,0.33685115,0.333339749,0.317273475,0.210896023,0.06575058,0.072285709,0.159704116,0.045317748,0.104823806,0.118981687,0.1038445,0.086474463,0.076808521,0.059250807,0.048643273,0.031967802,0.08060024,0.043671425,0.074535804,0.07905232,0.211476512,0.108834118,0.120248064,0.097166531,0.090631385,0.095983288,0.084040032,0.122161545,0.146839145,0.153054766,0.081116231,0.070571304
1.95,0.5097026,0.290274932,0.39174048,0.137662398,0.459912866,0.352566061,0.216954586,0.167384012,0.125670197,0.113525267,0.285526391,0.18989137,0.106360281,0.086566546,0.12834888,0.3933385,0.612445623,0.412548,0.40947222,0.389099252,0.258485406,0.0808874,0.088523814,0.199751864,0.054774972,0.128326896,0.146277478,0.127352525,0.105227938,0.093244912,0.071035512,0.058734161,0.038361348,0.098884559,0.053005773,0.090659862,0.095964,0.256323001,0.132381993,0.146692944,0.119086256,0.110166776,0.116806775,0.102023904,0.150697977,0.18072512,0.186147702,0.097909846,0.086594742
2.3,0.61602596,0.350125438,0.46884696,0.162556816,0.55778872,0.425573074,0.265087804,0.202527706,0.1540693,0.138864403,0.362059236,0.244265531,0.134934693,0.108565286,0.163175247,0.4800684,0.740347617,0.50023025,0.499749602,0.474360015,0.316594543,0.09980842,0.109738088,0.254650162,0.067184943,0.156765629,0.180572193,0.157517725,0.128843465,0.113158224,0.087075774,0.071929952,0.046353312,0.12090037,0.0646737,0.11043468,0.11759524,0.310367019,0.163340832,0.1811682,0.147222026,0.136107197,0.145113704,0.126578808,0.189494702,0.2259064,0.235787078,0.122308079,0.112164048
2.72,0.72032026,0.408265928,0.54595352,0.184478764,0.653147283,0.493520185,0.310665304,0.234893221,0.18025767,0.161124255,0.425051682,0.289437945,0.194464699,0.124850089,0.187827626,0.5606906,0.864321028,0.5841276,0.585866707,0.553420044,0.371197065,0.11612782,0.126499994,0.300053832,0.076898934,0.185204362,0.212417292,0.18456235,0.148986101,0.129910701,0.100824592,0.083055808,0.052214058,0.139930971,0.074674791,0.126862974,0.13490022,0.36138988,0.189697725,0.210451428,0.170450403,0.157243867,0.16756403,0.169809288,0.220596192,0.263557457,0.277153234,0.141002844,0.130573944
3.2,0.83313659,0.469185228,0.62894112,0.210859418,0.764941927,0.567250051,0.360644365,0.273509636,0.210527363,0.187279587,0.50452808,0.345066909,0.3377336,0.148563038,0.219914856,0.650169,0.993096076,0.669602,0.677496104,0.634546949,0.433313743,0.13575838,0.147452384,0.355195568,0.08977962,0.21716856,0.249161653,0.216010425,0.174685335,0.149824013,0.118828967,0.098838996,0.060472404,0.163439387,0.087009472,0.14694201,0.15653146,0.420603322,0.222688615,0.247211208,0.199567641,0.184785539,0.197497799,0.268028904,0.260034173,0.312503849,0.335065858,0.168252822,0.158870664
3.78,0.98125874,0.548273373,0.7400268,0.244299667,0.913014308,0.662484512,0.425035021,0.322196846,0.247174091,0.218517587,0.591069067,0.406133307,0.442506435,0.173990174,0.250828153,0.763773,1.162468067,0.78251655,0.795231125,0.739443537,0.512963316,0.15870012,0.170761909,0.414597716,0.10334499,0.257828918,0.293604787,0.2527634,0.203857436,0.172898182,0.139124831,0.116692119,0.06979635,0.190306133,0.101511048,0.170063316,0.18130904,0.496936294,0.259803377,0.289924524,0.23162931,0.21552977,0.229058408,0.338926872,0.303319756,0.36145021,0.397115093,0.198354565,0.187849206
4.46,1.18903565,0.657286825,0.89652696,0.294088504,1.128311547,0.796119856,0.517325905,0.394151155,0.299550832,0.263593803,0.709400629,0.489785865,0.392898083,0.211416635,0.29269806,0.921658,1.396445819,0.93706435,0.958000745,0.882061576,0.627678723,0.19204844,0.204809521,0.496640846,0.123243708,0.315411494,0.356245154,0.3049457,0.246226463,0.206403136,0.168913911,0.143342421,0.08444826,0.230233102,0.123013383,0.20413683,0.21867208,0.607306887,0.312935467,0.35257536,0.277758878,0.260365076,0.275260523,0.318176256,0.363278322,0.432987242,0.483984015,0.243348712,0.229782888
5.27,1.43577071,0.78617914,1.08341232,0.35576718,1.385513356,0.951350113,0.62637114,0.480343486,0.36119557,0.315644762,0.845393625,0.588495926,0.38575448,0.25798543,0.338089727,1.1039741,1.667964879,1.1124288,1.141675628,1.037597971,0.760427996,0.23107306,0.243047617,0.583674702,0.146565867,0.380280053,0.428684015,0.364235875,0.2955412,0.244649353,0.203285923,0.173097625,0.101764152,0.275757308,0.148182793,0.243990648,0.26232784,0.739899367,0.376466892,0.42796404,0.3317403,0.313526961,0.328620701,0.327168192,0.431573348,0.515819579,0.595672624,0.301334156,0.279557802
6.21,1.69468013,0.923835293,1.2807528,0.426177498,1.644343898,1.110104245,0.738114109,0.56993908,0.425731214,0.369142635,0.97903177,0.690552074,0.470287111,0.310839588,0.38191619,1.2872063,1.945595209,1.28085435,1.316509986,1.18021601,0.892175417,0.27175326,0.281285714,0.659875008,0.171984876,0.441388094,0.502872585,0.422832625,0.34555053,0.282579485,0.239294718,0.201300379,0.119612826,0.322400979,0.175185733,0.285365628,0.30912996,0.879205305,0.444779573,0.508267872,0.388666153,0.371492626,0.383282367,0.391495128,0.499868405,0.602417027,0.711497873,0.36724111,0.330355512
7.33,1.94790816,1.058498931,1.47449928,0.502161177,1.88407305,1.257925404,0.839421078,0.655089613,0.486695695,0.41811431,1.088532596,0.784661245,0.617921536,0.365407933,0.421829541,1.4536422,2.198780141,1.4202628,1.460454516,1.296997438,1.007892721,0.31030486,0.315071426,0.715381914,0.197917419,0.494505043,0.570412185,0.4727612,0.391045104,0.317032696,0.274976139,0.225104542,0.137461518,0.36643258,0.201355248,0.32461101,0.3539656,1.014214633,0.511060203,0.5847642,0.443629042,0.429138023,0.433388892,0.488677224,0.563033285,0.681484252,0.814913263,0.435049213,0.377743968
8.65,2.25226892,1.214324037,1.70745256,0.596351259,2.174591071,1.428064253,0.953222852,0.756978552,0.559734072,0.476731935,1.202154457,0.891318283,0.687373224,0.429975716,0.470742988,1.6454253,2.486450641,1.57228735,1.619375927,1.431347762,1.142144861,0.35618836,0.354095239,0.778070644,0.229327434,0.561253838,0.650549848,0.530075025,0.444527301,0.358755835,0.320478129,0.253307295,0.159838974,0.419792932,0.233025356,0.370245168,0.40588054,1.175675311,0.588218285,0.674275284,0.50840672,0.497351755,0.492280321,0.535020288,0.637741002,0.775611924,0.930738483,0.51331372,0.43536015
10.21,2.58057261,1.378485411,1.9511876,0.709862356,2.458445868,1.606244737,1.06787652,0.864840517,0.644081052,0.54436479,1.312243986,1.002994467,0.769524645,0.506828502,0.532569581,1.8509508,2.782851678,1.7189501,1.775697193,1.553296512,1.272890386,0.40822118,0.396523804,0.841733178,0.267755502,0.632233166,0.742585669,0.594288725,0.507038964,0.410909758,0.37711014,0.286943606,0.188077194,0.481735712,0.270029387,0.421963884,0.46251504,1.350563062,0.67792725,0.77520888,0.582672059,0.576774299,0.559305949,0.58620516,0.72270901,0.892330236,1.054836951,0.599182865,0.504567756
12.05,2.90319491,1.541578045,2.19492272,0.84548117,2.714611102,1.783341017,1.177489696,0.968604714,0.724941931,0.610773373,1.387010721,1.095848836,0.911999809,0.58882387,0.603787561,2.061057,3.061791642,1.8410113,1.912569303,1.66026008,1.400129341,0.45670632,0.43214285,0.887502044,0.310377291,0.702742478,0.832521826,0.656283375,0.572676198,0.466856709,0.444217402,0.324461022,0.218979396,0.543678491,0.308200207,0.471248784,0.51560988,1.528941833,0.767875295,0.875104092,0.654320123,0.656196873,0.621451057,0.661944936,0.805432605,1.005283436,1.154115731,0.673645031,0.574798122
14.22,3.37799748,1.783972583,2.56150552,1.052624999,3.104485694,2.051334558,1.338075843,1.118277983,0.837177828,0.70445027,1.494156696,1.217981633,1.022328746,0.708817103,0.711788464,2.3859888,3.47125276,2.02583785,2.121517631,1.837499125,1.598000891,0.52174736,0.480071432,0.958468134,0.372897798,0.813912106,0.962001915,0.753019975,0.676167701,0.555676443,0.54733346,0.384230151,0.265599108,0.632488017,0.362206087,0.537570432,0.58836948,1.792582601,0.895595529,1.011966732,0.752468151,0.766363648,0.710601606,0.721430064,0.925990963,1.163417886,1.294760639,0.76806941,0.67230243
16.78,3.89662801,2.051803603,2.96239424,1.321075924,3.489325794,2.343362606,1.491846644,1.273021358,0.953069924,0.799611164,1.608955963,1.344715289,1.194965796,0.860522812,0.847180863,2.7710819,3.894682737,2.1977329,2.324433694,1.998719524,1.79887813,0.58655188,0.524595232,1.02432174,0.449539986,0.93448296,1.100230637,0.8643191,0.801538299,0.661880803,0.679911223,0.45719507,0.321009948,0.725029035,0.422545983,0.605413224,0.65994918,2.087508417,1.048178449,1.159836552,0.858468003,0.889660754,0.812116145,0.813770352,1.071558794,1.344143006,1.451952044,0.869464703,0.78208002
19.81,4.48911683,2.344857345,3.40641032,1.663281219,3.881717585,2.676140889,1.646824358,1.441308251,1.066836324,0.883827609,1.74965866,1.487342929,1.396574098,1.041084028,1.001356055,3.2340486,4.331644994,2.3535423,2.530365855,2.144438007,1.997751622,0.64709916,0.563357144,1.083480424,0.536452455,1.063749974,1.229010789,0.975618225,0.932118198,0.774406856,0.824928417,0.534817322,0.382547952,0.806375577,0.485386152,0.671126418,0.7232697,2.423051178,1.227476839,1.319682708,0.970029589,1.023846462,0.926645322,0.922365288,1.24951069,1.551223848,1.625689887,0.986069293,0.906176412
23.37,5.04589393,2.607985833,3.80043784,2.033910751,4.157576458,3.000606505,1.752887866,1.594037491,1.160451274,0.930573319,1.932160074,1.657575939,1.56881428,1.23793007,1.154748604,3.7122847,4.666460287,2.4320778,2.6729583,2.210579679,2.103951022,0.69771292,0.590857138,1.126693048,0.622637463,1.166693501,1.312647929,1.04964425,1.024149234,0.860381818,0.949977078,0.603642394,0.440089992,0.850034038,0.541058881,0.724670496,0.76141932,2.748187945,1.432594235,1.474544484,1.078646716,1.159953659,1.044753558,1.012284648,1.469465594,1.769600024,1.81183759,1.127705861,1.046978082
27.58,5.65705008,2.892489495,4.20655408,2.443368125,4.409595668,3.38100198,1.870949227,1.764408017,1.251260324,0.955875352,2.148806912,1.852904744,1.738276382,1.436204574,1.294054116,4.28061,5.030959194,2.50462065,2.846336551,2.269487151,2.181596847,0.75163786,0.616785713,1.168201502,0.714128814,1.280683483,1.361990325,1.089691125,1.073463995,0.922018291,1.041308431,0.671432498,0.504025578,0.868318357,0.594064654,0.778214592,0.79052316,3.129718512,1.669746244,1.644151716,1.195442853,1.306629191,1.166440852,1.098399744,1.727575966,1.980445978,1.981438824,1.292473215,1.199371176
32.55,6.19678301,3.122486404,4.544712,2.789289007,4.611714475,3.730044243,1.98226623,1.934361832,1.342239419,0.986482654,2.295985457,1.992604554,1.862098816,1.609909046,1.400881064,4.7994625,5.342638617,2.53899965,3.031467541,2.325810911,2.253732309,0.80911048,0.640619054,1.199971916,0.82059768,1.409950498,1.401184302,1.117949325,1.113749268,0.990292519,1.135585977,0.768719043,0.602326548,0.898916595,0.648070534,0.839060136,0.8357521,3.512726046,1.902296264,1.808428428,1.309294558,1.449141448,1.264701684,1.15131384,1.943362625,2.07457365,2.0310782,1.415731889,1.305057672
38.41,6.7072973,3.33281821,4.83810896,3.065171152,4.793547394,4.103753397,2.119708647,2.126818703,1.469270047,1.05281703,2.375461893,2.080021488,1.987111827,1.771328491,1.489316572,5.3128181,5.677453911,2.57369405,3.280250244,2.419339441,2.363438324,0.89141694,0.67885715,1.247323194,0.97187076,1.584578506,1.476422704,1.181469575,1.194319836,1.109456372,1.281257854,0.927844674,0.771489468,0.975412202,0.719411628,0.92850309,0.9246368,3.934940626,2.164490312,1.989319752,1.445065989,1.611189096,1.359708862,1.212182352,2.109451041,2.082103873,1.985575434,1.497481843,1.36574217
45.32,7.16018589,3.477314427,5.0481916,3.239803575,4.970197712,4.485956006,2.231309641,2.288160191,1.564670579,1.086281015,2.427268752,2.130213048,2.019654923,1.880179479,1.528447342,5.7476892,5.946790283,2.5661244,3.530073103,2.475663251,2.408022062,0.95764054,0.714999997,1.272885614,1.13615292,1.758736411,1.519116128,1.2343453,1.257526068,1.210603383,1.365387457,1.075585706,0.936390006,1.022055852,0.763416417,0.995737428,0.98913718,4.396765125,2.469656195,2.160311508,1.584436161,1.760746891,1.465778514,1.279967712,2.237063376,2.055748121,1.906979731,1.538673692,1.378697292
53.48,7.29775695,3.440121592,5.06877512,3.228842623,5.091468997,4.702627767,2.266877107,2.380117212,1.622914224,1.104645388,2.350735907,2.068310135,1.983936908,1.893607313,1.503403651,5.9052689,5.983894906,2.45415605,3.6927387,2.46119475,2.385980656,1.0063622,0.741714289,1.26777313,1.309464366,1.924903267,1.540112902,1.276819275,1.317259431,1.289308396,1.449844413,1.257997995,1.115676054,1.063848566,0.786752283,1.044413874,1.05363758,4.774603158,2.743683886,2.276752068,1.700577986,1.87027319,1.538335366,1.332881808,2.249888726,1.935264728,1.733241887,1.48892661,1.308466908
63.11,7.27746624,3.324695647,4.96095664,3.078733037,5.150846039,4.897072232,2.33865105,2.481450523,1.713298124,1.15521237,2.178242636,1.923591147,1.820824672,1.779899445,1.400881064,5.988945,6.037151075,2.3519653,3.928416649,2.472562858,2.366944939,1.0910338,0.792000006,1.296135204,1.492061907,2.158053926,1.575807402,1.3252916,1.377687364,1.389191086,1.49076347,1.475340303,1.381807962,1.132881189,0.813088481,1.121383494,1.1653334,5.130420819,2.975696019,2.35484064,1.810830921,1.952577996,1.598202904,1.352249064,2.167165162,1.739479191,1.4933182,1.376124339,1.18777977
74.48,6.6866008,2.990387817,4.5394844,2.763465702,4.887721457,4.76994242,2.235569227,2.406926452,1.653694075,1.111137847,1.900369499,1.684763051,1.569211148,1.572768286,1.239271041,5.7568508,5.704081995,2.1157279,3.876725582,2.328394572,2.210150467,1.09954826,0.798547625,1.22626465,1.588731186,2.307063557,1.523315483,1.304730725,1.366921465,1.345887519,1.449189708,1.601088343,1.459596258,1.116462616,0.769750434,1.090656486,1.1735926,5.156335083,3.061281155,2.266367976,1.810830921,1.909023703,1.582910668,1.310401968,1.978311747,1.517337903,1.240984653,1.18283956,0.995498532
87.89,5.87821883,2.628933489,4.01052048,2.392093052,4.472526485,4.526796558,2.140083654,2.303440088,1.592729567,1.097225444,1.541842558,1.388214611,1.306882234,1.315639962,1.049878191,5.4960503,5.35704395,1.91260795,3.814425883,2.220397591,2.098440704,1.12107094,0.809023812,1.157367926,1.667684193,2.529637819,1.497419477,1.30344785,1.379076501,1.320916857,1.415472401,1.735116101,1.5461757,1.134746935,0.725245597,1.056887208,1.20387632,4.983797113,3.007013478,2.103198876,1.766010004,1.813908775,1.528249002,1.242962448,1.69871889,1.253780446,0.972104639,0.945511188,0.778670766
103.72,4.7975356,2.142006879,3.32897704,1.944365187,3.889713509,3.982044911,1.900056326,2.061184712,1.41289702,0.992158917,1.153879892,1.069498269,0.993357493,0.990515458,0.798267416,5.0147604,4.684794309,1.62180575,3.467149339,1.982700876,1.850975979,1.0893782,0.769214282,1.034790146,1.56172884,2.608138181,1.354291522,1.182267025,1.248496603,1.142329132,1.255397001,1.670172157,1.43455482,1.04631055,0.633902322,0.946756764,1.13151002,4.513983547,2.714757098,1.816666524,1.588362088,1.593254986,1.376953317,1.099783128,1.357884954,0.971397461,0.707361234,0.692339796,0.558092844
122.39,3.92503507,1.708945692,2.7908648,1.619065786,3.499542793,3.421932927,1.647818267,1.790314337,1.212317856,0.868319919,0.820667639,0.794281282,0.718328819,0.724816204,0.579135182,4.5972963,4.012981247,1.36317475,3.056012967,1.741386985,1.602509357,1.03994702,0.711333329,0.9024743,1.393980462,2.635871803,1.198915428,1.067049925,1.115138429,0.98017782,1.078626636,1.481291344,1.23875208,0.93138058,0.535891653,0.81198387,1.00644218,4.07350812,2.378154216,1.539549072,1.390430255,1.360111343,1.226633742,0.964558224,1.044946194,0.734195755,0.504667093,0.474339892,0.378084888
144.43,3.07607168,1.310726101,2.23706992,1.280390311,2.972701286,2.815830095,1.38152355,1.502775014,1.016415181,0.743961513,0.523955662,0.547087888,0.480605633,0.483401254,0.373307405,4.119671,3.322397478,1.11810605,2.580600816,1.486121376,1.330498552,0.99193492,0.63904762,0.775757866,1.157506602,2.567477822,1.023942374,0.91275675,0.929339899,0.816446102,0.872721873,1.24842459,1.042682922,0.808241323,0.445881862,0.683903988,0.88058774,3.492921087,1.969891748,1.259593272,1.174177468,1.124725914,1.046055046,0.811003584,0.746115296,0.508289355,0.322656,0.291828348,0.231828426
170.44,2.34641781,0.987747107,1.7368576,1.009895758,2.334657292,2.253730262,1.092511112,1.198427828,0.82484888,0.618193317,0.30436527,0.352177371,0.305587401,0.31655355,0.226175774,3.643878,2.651893944,0.88691515,2.024271921,1.180732742,1.048468918,0.910811,0.55209524,0.637964366,0.927194919,2.35783021,0.875215251,0.80700525,0.792508834,0.707080885,0.708718246,1.011676708,0.839953818,0.693684494,0.362206087,0.548826858,0.72759594,2.838753658,1.612310972,1.005597792,0.973301176,0.915601205,0.894433982,0.691341648,0.506922352,0.33885957,0.194420922,0.162549333,0.128187486
201.13,1.69183949,0.701105911,1.28042608,0.752777366,1.719712696,1.667686318,0.784188564,0.882551261,0.628606118,0.480998408,0.147767286,0.198256636,0.169858971,0.1859895,0.115827045,2.9787451,1.955198799,0.6497316,1.425716411,0.846923837,0.744898849,0.77528914,0.449690472,0.490797996,0.688453038,1.956162398,0.710740599,0.679583375,0.633798699,0.592342232,0.554207858,0.78579594,0.634827132,0.567933189,0.278863676,0.414662418,0.56359188,2.16142454,1.247319232,0.769393764,0.768171829,0.714482776,0.719061158,0.555425064,0.309732446,0.195785537,0.09927878,0.076363337,0.060002658
237.35,1.30306946,0.526684442,0.99323688,0.594865024,1.353085518,1.303283716,0.630062783,0.689330387,0.481083925,0.367658638,0.060637558,0.099964832,0.086516945,0.099708655,0.050478671,2.5359339,1.525657446,0.52546255,1.099969125,0.698105011,0.602631673,0.63196234,0.364833326,0.374915138,0.504828471,1.710085003,0.572161923,0.578269975,0.498009499,0.525016239,0.418683902,0.597691353,0.50535756,0.461585647,0.214356659,0.3157884,0.43223132,1.708797571,0.969287166,0.601309548,0.609499178,0.562683225,0.585335307,0.456513744,0.176348708,0.101657865,0.045502766,0.031369169,0.024546546
280.09,1.11193093,0.424511107,0.86777536,0.519624463,1.351456693,1.07748604,0.612314524,0.591678173,0.348611543,0.266673087,0.020604988,0.043499354,0.038099197,0.048568682,0.018782773,2.2247445,1.289060533,0.50023025,0.993674845,0.76579688,0.661742706,0.47184314,0.285476198,0.264753398,0.363654522,1.664489002,0.454230068,0.49384215,0.387919533,0.474442744,0.31785931,0.459782489,0.386810316,0.368298326,0.157017082,0.227562354,0.31581596,1.483759695,0.742653989,0.483484464,0.476672207,0.438425346,0.467877802,0.367977744,0.091060056,0.04518128,0.016546468,0.010773255,0.008523108
330.52,0.9991146,0.357820537,0.78838176,0.479496112,1.422383343,0.922526814,0.62573221,0.53194775,0.252530782,0.188652294,0.005887145,0.017148788,0.015477811,0.022570143,0.006260917,1.9706625,1.116196328,0.48446005,0.920766516,0.882578308,0.758925174,0.3457818,0.222095243,0.178815052,0.269595606,1.614662467,0.357644939,0.4233527,0.297972203,0.444414711,0.236348525,0.353698743,0.307423638,0.28881753,0.114512459,0.163066068,0.22811116,1.335121858,0.588337825,0.411072552,0.386376034,0.353238247,0.390765809,0.30918432,0.045530028,0.018825528,0.00413661,0.003485468,0.002727396
390.04,0.8688482,0.300535028,0.6877512,0.437881612,1.315919315,0.75564073,0.532589392,0.437420927,0.190290877,0.136823915,0.0017672,0.00752872,0.006746735,0.011142221,0.001956662,1.6359583,0.89924307,0.39961645,0.722114751,0.795767348,0.66424738,0.25827204,0.181499996,0.125255754,0.212081877,1.317348317,0.286955816,0.35972845,0.229209398,0.418495793,0.183644786,0.287202347,0.241090452,0.228740497,0.087176154,0.121082652,0.16990348,1.147075616,0.510522316,0.373897404,0.346135356,0.318010503,0.363434989,0.291546288,0.025330087,0.007530223,0.00413661,0.001267896,0.0010224
460.27,0.81649821,0.277022322,0.63776264,0.444383858,1.083741761,0.667273304,0.381090359,0.352339852,0.176346419,0.11920153,0.00117688,0.005019147,0.003968656,0.007713849,0.00117315,1.4060019,0.741657251,0.29364085,0.508798103,0.530683826,0.415279878,0.22468722,0.181499996,0.111013838,0.205834104,0.93448296,0.264559258,0.332787825,0.195869836,0.436512613,0.164985683,0.272195363,0.221643378,0.20485894,0.081675549,0.10952199,0.14905884,1.040733129,0.567957588,0.411557148,0.395536511,0.371492626,0.436642572,0.35518152,0.020841198,0.007530223,0,0.000632927,0.0006822
