season,start,end
spring,2023-04-17 18:32:00,2023-04-19 12:13:00
spring,2023-04-19 12:17:00,2023-04-20 04:42:00
spring,2023-04-20 05:02:00,2023-04-20 05:57:00
spring,2023-04-20 06:00:00,2023-04-20 13:14:00
spring,2023-04-20 13:15:00,2023-04-20 17:24:00
spring,2023-04-20 17:37:00,2023-04-20 19:05:00
spring,2023-04-20 19:24:00,2023-04-20 19:33:00
spring,2023-04-20 19:58:00,2023-04-20 20:55:00
spring,2023-04-20 21:15:00,2023-04-20 22:01:00
spring,2023-04-20 22:20:00,2023-04-21 00:06:00
spring,2023-04-21 00:49:00,2023-04-21 01:10:00
spring,2023-04-21 02:27:00,2023-04-21 03:43:00
spring,2023-04-21 05:04:00,2023-04-21 05:26:00
spring,2023-04-21 06:27:00,2023-04-21 07:02:00
spring,2023-04-21 07:25:00,2023-04-21 08:40:00
spring,2023-04-21 10:22:00,2023-04-21 10:40:00
spring,2023-04-21 11:27:00,2023-04-21 11:30:00
spring,2023-04-21 11:56:00,2023-04-21 12:06:00
spring,2023-04-21 12:28:00,2023-04-21 12:30:00
spring,2023-04-21 12:58:00,2023-04-21 13:01:00
spring,2023-04-21 13:29:00,2023-04-21 13:30:00
spring,2023-04-21 13:53:00,2023-04-21 14:12:00
spring,2023-04-21 14:31:00,2023-04-21 15:29:00
spring,2023-04-21 15:31:00,2023-04-21 16:40:00
spring,2023-04-21 17:00:00,2023-04-21 17:40:00
spring,2023-04-21 18:32:00,2023-04-21 19:44:00
spring,2023-04-21 20:18:00,2023-04-21 20:38:00
spring,2023-04-21 20:49:00,2023-04-21 21:10:00
spring,2023-04-21 23:29:00,2023-04-21 23:30:00
spring,2023-04-22 00:19:00,2023-04-22 00:35:00
spring,2023-04-22 01:27:00,2023-04-22 01:32:00
spring,2023-04-22 03:29:00,2023-04-22 03:30:00
spring,2023-04-22 04:00:00,2023-04-22 04:23:00
spring,2023-04-22 07:11:00,2023-04-22 07:33:00
spring,2023-04-22 07:59:00,2023-04-22 08:00:00
spring,2023-04-22 08:49:00,2023-04-22 09:24:00
spring,2023-04-22 12:29:00,2023-04-22 12:30:00
spring,2023-04-22 12:56:00,2023-04-22 13:12:00
spring,2023-04-22 14:08:00,2023-04-22 14:23:00
spring,2023-04-22 15:12:00,2023-04-22 15:59:00
spring,2023-04-22 16:00:00,2023-04-22 16:38:00
spring,2023-04-22 16:52:00,2023-04-22 18:01:00
spring,2023-04-22 18:47:00,2023-04-22 19:27:00
spring,2023-04-22 20:26:00,2023-04-22 20:56:00
spring,2023-04-22 21:20:00,2023-04-22 21:34:00
spring,2023-04-22 22:58:00,2023-04-22 23:00:00
spring,2023-04-22 23:51:00,2023-04-23 00:12:00
spring,2023-04-23 01:03:00,2023-04-23 01:16:00
spring,2023-04-23 02:54:00,2023-04-23 03:04:00
spring,2023-04-23 04:28:00,2023-04-23 04:47:00
spring,2023-04-23 06:34:00,2023-04-23 06:53:00
spring,2023-04-23 07:39:00,2023-04-23 07:52:00
spring,2023-04-23 10:09:00,2023-04-23 10:21:00
spring,2023-04-23 12:46:00,2023-04-23 14:23:00
spring,2023-04-23 14:42:00,2023-04-23 15:07:00
spring,2023-04-23 15:18:00,2023-04-23 16:29:00
spring,2023-04-23 16:30:00,2023-04-23 18:09:00
spring,2023-04-23 18:22:00,2023-04-23 19:27:00
spring,2023-04-23 21:41:00,2023-04-23 21:51:00
spring,2023-04-24 00:54:00,2023-04-24 01:05:00
spring,2023-04-24 01:44:00,2023-04-24 01:45:00
spring,2023-04-24 02:35:00,2023-04-24 02:52:00
spring,2023-04-24 03:43:00,2023-04-24 03:46:00
spring,2023-04-24 04:48:00,2023-04-24 04:49:00
spring,2023-04-24 10:36:00,2023-04-24 10:58:00
spring,2023-04-24 11:22:00,2023-04-24 11:34:00
spring,2023-04-24 12:45:00,2023-04-24 13:12:00
spring,2023-04-24 13:17:00,2023-04-24 14:04:00
spring,2023-04-24 14:20:00,2023-04-24 20:57:00
spring,2023-04-24 21:16:00,2023-04-24 21:40:00
spring,2023-04-24 22:18:00,2023-04-24 23:19:00
spring,2023-04-25 01:02:00,2023-04-25 01:47:00
spring,2023-04-25 02:04:00,2023-04-25 02:25:00
spring,2023-04-25 02:44:00,2023-04-25 02:45:00
spring,2023-04-25 03:52:00,2023-04-25 04:05:00
spring,2023-04-25 05:35:00,2023-04-25 05:53:00
spring,2023-04-25 06:10:00,2023-04-25 06:21:00
spring,2023-04-25 07:06:00,2023-04-25 07:22:00
spring,2023-04-25 07:36:00,2023-04-25 07:57:00
spring,2023-04-25 08:54:00,2023-04-25 09:51:00
spring,2023-04-25 11:58:00,2023-04-25 12:03:00
spring,2023-04-25 13:06:00,2023-04-25 13:39:00
spring,2023-04-25 13:55:00,2023-04-25 14:04:00
spring,2023-04-25 14:40:00,2023-04-25 15:05:00
spring,2023-04-25 15:41:00,2023-04-25 15:48:00
spring,2023-04-25 17:55:00,2023-04-25 18:04:00
spring,2023-04-25 18:20:00,2023-04-25 18:44:00
spring,2023-04-25 19:55:00,2023-04-25 20:25:00
spring,2023-04-26 06:59:00,2023-04-26 07:04:00
spring,2023-04-26 07:59:00,2023-04-26 08:17:00
spring,2023-04-26 09:59:00,2023-04-26 10:00:00
spring,2023-04-26 12:25:00,2023-04-26 12:48:00
spring,2023-04-26 14:07:00,2023-04-26 15:17:00
spring,2023-04-26 19:13:00,2023-04-26 19:17:00
spring,2023-04-27 04:13:00,2023-04-27 04:15:00
spring,2023-04-27 07:40:00,2023-04-27 07:49:00
spring,2023-04-27 15:02:00,2023-04-27 15:54:00
spring,2023-04-27 16:04:00,2023-04-27 16:30:00
spring,2023-04-27 16:54:00,2023-04-27 17:25:00
spring,2023-04-27 17:35:00,2023-04-27 17:56:00
spring,2023-04-27 18:29:00,2023-04-27 18:50:00
spring,2023-04-27 20:23:00,2023-04-27 21:06:00
spring,2023-04-27 22:59:00,2023-04-27 23:00:00
spring,2023-04-28 02:11:00,2023-04-28 02:25:00
spring,2023-04-28 05:49:00,2023-04-28 06:08:00
spring,2023-04-28 06:20:00,2023-04-28 06:36:00
spring,2023-04-28 07:44:00,2023-04-28 07:45:00
spring,2023-04-28 14:35:00,2023-04-28 15:05:00
spring,2023-04-28 15:56:00,2023-04-28 16:02:00
spring,2023-04-28 17:24:00,2023-04-28 17:57:00
spring,2023-04-28 19:51:00,2023-04-28 20:06:00
spring,2023-04-28 22:07:00,2023-04-28 22:23:00
spring,2023-04-28 22:53:00,2023-04-28 23:05:00
spring,2023-04-29 07:29:00,2023-04-29 07:30:00
spring,2023-04-29 14:12:00,2023-04-29 15:03:00
spring,2023-04-29 16:12:00,2023-04-29 21:25:00
spring,2023-04-29 21:37:00,2023-04-29 21:54:00
spring,2023-04-29 23:34:00,2023-04-30 00:16:00
spring,2023-04-30 00:37:00,2023-04-30 01:01:00
spring,2023-04-30 01:16:00,2023-04-30 01:39:00
spring,2023-04-30 01:49:00,2023-04-30 02:10:00
spring,2023-04-30 02:21:00,2023-04-30 03:22:00
spring,2023-04-30 04:23:00,2023-04-30 04:38:00
spring,2023-04-30 05:23:00,2023-04-30 05:56:00
spring,2023-04-30 06:21:00,2023-04-30 06:34:00
spring,2023-04-30 08:12:00,2023-04-30 08:16:00
spring,2023-04-30 08:55:00,2023-04-30 09:02:00
spring,2023-04-30 09:25:00,2023-04-30 09:38:00
spring,2023-04-30 12:59:00,2023-05-01 02:16:00
spring,2023-05-01 02:36:00,2023-05-01 06:29:00
spring,2023-05-01 07:40:00,2023-05-01 08:17:00
spring,2023-05-01 08:44:00,2023-05-01 09:01:00
spring,2023-05-01 09:33:00,2023-05-02 04:10:00
spring,2023-05-02 04:19:00,2023-05-02 06:25:00
spring,2023-05-02 06:37:00,2023-05-02 06:49:00
spring,2023-05-02 07:07:00,2023-05-02 07:24:00
spring,2023-05-02 08:48:00,2023-05-02 09:56:00
spring,2023-05-02 10:52:00,2023-05-02 11:06:00
spring,2023-05-02 11:59:00,2023-05-02 12:00:00
spring,2023-05-02 13:24:00,2023-05-02 13:36:00
spring,2023-05-02 14:05:00,2023-05-02 14:27:00
spring,2023-05-02 14:31:00,2023-05-02 15:30:00
spring,2023-05-02 15:49:00,2023-05-02 16:26:00
spring,2023-05-02 16:37:00,2023-05-02 17:12:00
spring,2023-05-02 17:16:00,2023-05-02 21:03:00
spring,2023-05-02 21:38:00,2023-05-02 22:41:00
spring,2023-05-02 23:41:00,2023-05-02 23:50:00
spring,2023-05-03 00:02:00,2023-05-03 00:23:00
spring,2023-05-03 00:55:00,2023-05-03 01:05:00
spring,2023-05-03 01:22:00,2023-05-03 01:54:00
spring,2023-05-03 03:53:00,2023-05-03 04:10:00
spring,2023-05-03 04:59:00,2023-05-03 05:00:00
spring,2023-05-03 05:27:00,2023-05-03 05:32:00
spring,2023-05-03 07:01:00,2023-05-03 07:58:00
spring,2023-05-03 08:05:00,2023-05-03 08:20:00
spring,2023-05-03 09:50:00,2023-05-03 10:05:00
spring,2023-05-03 10:25:00,2023-05-03 10:32:00
spring,2023-05-03 10:54:00,2023-05-03 11:08:00
spring,2023-05-03 11:25:00,2023-05-03 11:33:00
spring,2023-05-03 12:09:00,2023-05-03 12:44:00
spring,2023-05-03 13:08:00,2023-05-03 13:25:00
spring,2023-05-03 13:32:00,2023-05-03 13:55:00
spring,2023-05-03 14:08:00,2023-05-04 03:56:00
spring,2023-05-04 04:03:00,2023-05-04 05:13:00
spring,2023-05-04 05:21:00,2023-05-04 05:47:00
spring,2023-05-04 06:36:00,2023-05-04 06:53:00
spring,2023-05-04 08:24:00,2023-05-04 08:43:00
spring,2023-05-04 09:52:00,2023-05-04 10:08:00
spring,2023-05-04 11:39:00,2023-05-04 11:53:00
spring,2023-05-04 13:18:00,2023-05-04 13:39:00
spring,2023-05-04 13:53:00,2023-05-04 14:19:00
spring,2023-05-04 14:48:00,2023-05-04 15:10:00
spring,2023-05-04 15:20:00,2023-05-04 20:28:00
spring,2023-05-04 20:32:00,2023-05-04 21:57:00
spring,2023-05-04 22:07:00,2023-05-04 22:47:00
spring,2023-05-04 23:27:00,2023-05-04 23:48:00
spring,2023-05-05 00:06:00,2023-05-05 00:29:00
spring,2023-05-05 00:58:00,2023-05-05 01:02:00
spring,2023-05-05 01:56:00,2023-05-05 02:02:00
spring,2023-05-05 03:29:00,2023-05-05 03:45:00
spring,2023-05-05 08:41:00,2023-05-05 08:46:00
spring,2023-05-05 13:59:00,2023-05-05 14:00:00
spring,2023-05-05 15:10:00,2023-05-05 15:30:00
spring,2023-05-05 16:10:00,2023-05-05 16:17:00
spring,2023-05-05 16:43:00,2023-05-05 16:47:00
spring,2023-05-05 17:10:00,2023-05-05 18:19:00
summer,2023-07-09 17:42:00,2023-07-09 17:46:00
summer,2023-07-09 18:35:00,2023-07-09 18:37:00
summer,2023-07-09 18:47:00,2023-07-09 18:55:00
summer,2023-07-11 08:04:00,2023-07-11 08:09:00
summer,2023-07-13 07:04:00,2023-07-13 07:10:00
summer,2023-07-13 07:11:00,2023-07-13 07:26:00
summer,2023-07-13 08:00:00,2023-07-13 08:40:00
summer,2023-07-13 17:11:00,2023-07-13 18:07:00
summer,2023-07-20 07:39:00,2023-07-20 08:27:00
summer,2023-07-20 09:03:00,2023-07-20 09:25:00
summer,2023-07-20 12:56:00,2023-07-20 13:06:00
summer,2023-07-20 13:37:00,2023-07-20 13:52:00
summer,2023-07-21 21:27:00,2023-07-21 21:34:00
summer,2023-07-22 16:13:00,2023-07-22 17:10:00
summer,2023-07-22 17:40:00,2023-07-22 19:53:00
summer,2023-07-25 18:50:00,2023-07-25 20:10:00
summer,2023-07-27 16:33:00,2023-07-27 17:20:00
summer,2023-07-27 18:47:00,2023-07-27 19:57:00
summer,2023-07-28 23:42:00,2023-07-29 00:46:00
summer,2023-07-29 13:38:00,2023-07-29 21:28:00
summer,2023-07-29 21:35:00,2023-07-29 21:42:00
summer,2023-08-08 14:28:00,2023-08-08 14:52:00
summer,2023-08-11 16:44:00,2023-08-11 16:52:00
summer,2023-08-11 17:06:00,2023-08-11 17:44:00
summer,2023-08-11 17:52:00,2023-08-11 18:05:00
summer,2023-08-13 18:32:00,2023-08-13 20:26:00
summer,2023-08-13 20:34:00,2023-08-13 21:58:00
summer,2023-08-20 20:02:00,2023-08-20 20:07:00
summer,2023-08-28 12:03:00,2023-08-28 16:05:00
summer,2023-08-31 17:27:00,2023-08-31 17:44:00
summer,2023-09-10 19:58:00,2023-09-10 20:23:00
summer,2023-09-14 14:51:00,2023-09-14 15:29:00
summer,2023-09-14 15:48:00,2023-09-14 20:00:00
